CVE_ID,Descripcion,CVSS_Score,Vector_Ataque,Severidad,CWE,Software,Fecha_Publicacion,Fecha_Ultima_Modificacion,Dias_Desde_Publicacion
CVE-2004-0548,"Multiple stack-based buffer overflows in the word-list-compress functionality in compress.c for Aspell allow local users to execute arbitrary code via a long entry in the wordlist that is not properly handled when using the (1) ""c"" compress option or (2) ""d"" decompress option.",7.2,LOCAL,Alta,Sin clasificar,Gnu Aspell,2004-08-06,2026-06-16,7985
CVE-2004-0549,"The WebBrowser ActiveX control, or the Internet Explorer HTML rendering engine (MSHTML), as used in Internet Explorer 6, allows remote attackers to execute arbitrary code in the Local Security context by using the showModalDialog method and modifying the location to execute code such as Javascript, ",10,NETWORK,Crítica,Sin clasificar,Microsoft Internet explorer,2004-08-06,2026-06-16,7985
CVE-2004-0550,"Buffer overflow in Real Networks RealPlayer 10 allows remote attackers to execute arbitrary code via a URL with a large number of ""."" (period) characters.",7.5,NETWORK,Alta,Sin clasificar,Realnetworks Realplayer,2004-08-06,2026-06-16,7985
CVE-2004-0551,"Cisco CatOS 5.x before 5.5(20) through 8.x before 8.2(2) and 8.3(2)GLX, as used in Catalyst switches, allows remote attackers to cause a denial of service (system crash and reload) by sending invalid packets instead of the final ACK portion of the three-way handshake to the (1) Telnet, (2) HTTP, or ",5,NETWORK,Media,Sin clasificar,Cisco Catos,2004-08-06,2026-06-16,7985
CVE-2004-0554,"Linux kernel 2.4.x and 2.6.x for x86 allows local users to cause a denial of service (system crash), possibly via an infinite loop that triggers a signal handler with a certain sequence of fsave and frstor instructions, as originally demonstrated using a ""crash.c"" program.",2.1,LOCAL,Baja,Sin clasificar,Avaya Converged communications server,2004-08-06,2026-06-16,7985
CVE-2004-0557,Multiple buffer overflows in the st_wavstartread function in wav.c for Sound eXchange (SoX) 12.17.2 through 12.17.4 allow remote attackers to execute arbitrary code via certain WAV file header fields.,10,NETWORK,Crítica,Sin clasificar,Sox Sox,2004-08-06,2026-06-16,7985
CVE-2004-0579,Format string vulnerability in super before 3.23 allows local users to execute arbitrary code as root.,7.2,LOCAL,Alta,Sin clasificar,William deich Super,2004-08-06,2026-06-16,7985
CVE-2004-0580,"DHCP on Linksys BEFSR11, BEFSR41, BEFSR81, and BEFSRU31 Cable/DSL Routers, firmware version 1.45.7, does not properly clear previously used buffer contents in a BOOTP reply packet, which allows remote attackers to obtain sensitive information.",5,NETWORK,Media,Sin clasificar,Linksys Befcmu10,2004-08-06,2026-06-16,7985
CVE-2004-0581,"ksymoops-gznm script in Mandrake Linux 9.1 through 10.0, and Corporate Server 2.1, allows local users to delete arbitrary files via a symlink attack on files in /tmp.",4.6,LOCAL,Media,Sin clasificar,Gnu Ksymoops,2004-08-06,2026-06-16,7985
CVE-2004-0582,Unknown vulnerability in Webmin 1.140 allows remote attackers to bypass access control rules and gain read access to configuration information for a module.,5,NETWORK,Media,Sin clasificar,Webmin Webmin,2004-08-06,2026-06-16,7985
CVE-2004-0583,"The account lockout functionality in (1) Webmin 1.140 and (2) Usermin 1.070 does not parse certain character strings, which allows remote attackers to conduct a brute force attack to guess user IDs and passwords.",5,NETWORK,Media,Sin clasificar,Usermin Usermin,2004-08-06,2026-06-16,7985
CVE-2004-0584,"Unknown vulnerability in Horde IMP 3.2.3 and earlier, before a ""security fix,"" does not properly validate input, which allows remote attackers to execute arbitrary script as other users via script or HTML in an e-mail message, possibly triggering a cross-site scripting (XSS) vulnerability.",6.8,NETWORK,Media,Sin clasificar,Horde Imp,2004-08-06,2026-06-16,7985
CVE-2004-0586,"acpRunner ActiveX 1.2.5.0 allows remote attackers to execute arbitrary code via the (1) DownLoadURL, (2) SaveFilePath, and (3) Download ActiveX methods.",10,NETWORK,Crítica,Sin clasificar,Ibm Acprunner,2004-08-06,2026-06-16,7985
CVE-2004-0587,Insecure permissions for the /proc/scsi/qla2300/HbaApiNode file in Linux allows local users to cause a denial of service.,2.1,LOCAL,Baja,Sin clasificar,Mandrakesoft Mandrake linux,2004-08-06,2026-06-16,7985
CVE-2004-0588,Cross-site scripting (XSS) vulnerability in the web mail module for Usermin 1.070 allows remote attackers to insert arbitrary HTML and script via e-mail messages.,6.8,NETWORK,Media,Sin clasificar,Usermin Usermin,2004-08-06,2026-06-16,7985
CVE-2004-0589,"Cisco IOS 11.1(x) through 11.3(x) and 12.0(x) through 12.2(x), when configured for BGP routing, allows remote attackers to cause a denial of service (device reload) via malformed BGP (1) OPEN or (2) UPDATE messages.",4.3,NETWORK,Media,Sin clasificar,Cisco Ios,2004-08-06,2026-06-16,7985
CVE-2004-0591,"Cross-site scripting (XSS) vulnerability in the print_header_uc function for SqWebMail 4.0.4 and earlier, and possibly 3.x, allows remote attackers to inject arbitrary web script or HRML via (1) e-mail headers or (2) a message with a ""message/delivery-status"" MIME Content-Type.",6.8,NETWORK,Media,Sin clasificar,Inter7 Sqwebmail,2004-08-06,2026-06-16,7985
CVE-2004-0596,The Equalizer Load-balancer for serial network interfaces (eql.c) in Linux kernel 2.6.x up to 2.6.7 allows local users to cause a denial of service via a non-existent device name that triggers a null dereference.,2.1,LOCAL,Baja,Sin clasificar,Linux Linux kernel,2004-08-06,2026-06-16,7985
CVE-2004-0639,"Multiple cross-site scripting (XSS) vulnerabilities in Squirrelmail 1.2.10 and earlier allow remote attackers to inject arbitrary HTML or script via (1) the $mailer variable in read_body.php, (2) the $senderNames_part variable in mailbox_display.php, and possibly other vectors including (3) the $eve",6.8,NETWORK,Media,Sin clasificar,Open webmail Open webmail,2004-08-06,2026-06-16,7985
CVE-2004-0640,Format string vulnerability in the SSL_set_verify function in telnetd.c for SSLtelnet daemon (SSLtelnetd) 0.13 allows remote attackers to execute arbitrary code.,10,NETWORK,Crítica,Sin clasificar,Netkit Linux netkit,2004-08-06,2026-06-16,7985
CVE-2004-0645,Buffer overflow in the wvHandleDateTimePicture function in wv library (wvWare) 0.7.4 through 0.7.6 and 1.0.0 allows remote attackers to execute arbitrary code via a document with a long DateTime field.,10,NETWORK,Crítica,Sin clasificar,Abisource Community abiword,2004-08-06,2026-06-16,7985
CVE-2004-0647,"shorewall 1.4.10c and earlier, and 2.0.x before 2.0.3a, allows local users to overwrite arbitrary files via a symlink attack on the chains-$$ temporary file.",4.6,LOCAL,Media,Sin clasificar,Shorewall Shorewall,2004-08-06,2026-06-16,7985
CVE-2004-0648,"Mozilla (Suite) before 1.7.1, Firefox before 0.9.2, and Thunderbird before 0.7.2 allow remote attackers to launch arbitrary programs via a URI referencing the shell: protocol.",10,NETWORK,Crítica,Sin clasificar,Mozilla Firefox,2004-08-06,2026-06-16,7985
CVE-2004-0649,Buffer overflow in write_packet in control.c for l2tpd may allow remote attackers to execute arbitrary code.,10,NETWORK,Crítica,Sin clasificar,L2tpd L2tpd,2004-08-06,2026-06-16,7985
CVE-2004-0650,UploadServlet in Cisco Collaboration Server (CCS) running ServletExec before 3.0E allows remote attackers to upload and execute arbitrary files via a direct call to the UploadServlet URL.,10,NETWORK,Crítica,Sin clasificar,Newatlanta Servletexec,2004-08-06,2026-06-16,7985
CVE-2004-0651,Unknown vulnerability in Sun Java Runtime Environment (JRE) 1.4.2 through 1.4.2_03 allows remote attackers to cause a denial of service (virtual machine hang).,5,NETWORK,Media,Sin clasificar,Sun Jre,2004-08-06,2026-06-16,7985
CVE-2004-0652,"BEA WebLogic Server and WebLogic Express 7.0 through 7.0 Service Pack 4, and 8.1 through 8.1 Service Pack 2, allows attackers to obtain the username and password for booting the server by directly accessing certain internal methods.",7.2,LOCAL,Alta,Sin clasificar,Bea Weblogic server,2004-08-06,2026-06-16,7985
CVE-2004-0653,"Solaris 9, when configured as a Kerberos client with patch 112908-12 or 115168-03 and using pam_krb5 as an ""auth"" module with the debug feature enabled, records passwords in plaintext, which could allow local users to gain other user's passwords by reading log files.",2.1,LOCAL,Baja,Sin clasificar,Sun Solaris,2004-08-06,2026-06-16,7985
CVE-2004-0654,"Unknown vulnerability in the Basic Security Module (BSM), when configured to audit either the Administrative (ad) or the System-Wide Administration (as) audit class in Solaris 7, 8, and 9, allows local users to cause a denial of service (kernel panic).",2.1,LOCAL,Baja,Sin clasificar,Sun Solaris,2004-08-06,2026-06-16,7985
CVE-2004-0655,eupdatedb in esearch 0.6.1 and earlier allows local users to create arbitrary files via a symlink attack on the esearchdb.py.tmp temporary file.,7.2,LOCAL,Alta,Sin clasificar,Esearch Emerge search tool,2004-08-06,2026-06-16,7985
CVE-2004-0656,The accept_client function in PureFTPd 1.0.18 and earlier allows remote attackers to cause a denial of service by exceeding the maximum number of connections.,5,NETWORK,Media,Sin clasificar,Pureftpd Pureftpd,2004-08-06,2026-06-16,7985
CVE-2004-0657,Integer overflow in the NTP daemon (NTPd) before 4.0 causes the NTP server to return the wrong date/time offset when a client requests a date/time that is more than 34 years away from the server's time.,5,NETWORK,Media,CWE-190,Ntp Ntp,2004-08-06,2026-06-16,7985
CVE-2004-0658,"Integer overflow in the hpsb_alloc_packet function (incorrectly reported as alloc_hpsb_packet) in IEEE 1394 (Firewire) driver 2.4 and 2.6 allows local users to cause a denial of service (crash) and possibly execute arbitrary code via the functions (1) raw1394_write, (2) state_connected, (3) handle_r",7.2,LOCAL,Alta,Sin clasificar,Linux Linux kernel,2004-08-06,2026-06-16,7985
CVE-2004-0659,Buffer overflow in TranslateFilename for common.c in MPlayer 1.0pre4 allows remote attackers to execute arbitrary code via a long file name.,10,NETWORK,Crítica,Sin clasificar,Mplayer Mplayer,2004-08-06,2026-06-16,7985
CVE-2004-0660,"Cross-site scripting (XSS) vulnerability in (1) show_archives.php, (2) show_news.php, and possibly other php files in CuteNews 1.3.1 allows remote attackers to inject arbitrary script or HTML via the id parameter.",6.8,NETWORK,Media,Sin clasificar,Cutephp Cutenews,2004-08-06,2026-06-16,7985
CVE-2004-0661,"Integer signedness error in D-Link AirPlus DI-614+ running firmware 2.30 and earlier allows remote attackers to cause a denial of service (IP lease depletion) via a DHCP request with the LEASETIME option set to -1, which makes the DHCP lease valid for thirteen or more years.",5,NETWORK,Media,Sin clasificar,D-link Di-604,2004-08-06,2026-06-16,7985
CVE-2004-0662,"PowerPortal 1.x allows remote attackers to gain sensitive information via invalid or missing parameters in HTTP requests to (1) resize.php or (2) modules.php, which reveals the path in an error message.",5,NETWORK,Media,Sin clasificar,Powerportal Powerportal,2004-08-06,2026-06-16,7985
CVE-2004-0663,Cross-site scripting (XSS) vulnerability in modules.php in PowerPortal 1.x allows remote attackers to inject arbitrary script or HTML via the (1) id parameter to the (a) private_messages module; (2) search parameter to the (b) links and (c) content modules; and (3) files parameter to the gallery mod,6.8,NETWORK,Media,Sin clasificar,Powerportal Powerportal,2004-08-06,2026-06-16,7985
CVE-2004-0664,Directory traversal vulnerability in modules.php in PowerPortal 1.x allows remote attackers to list arbitrary directories via a .. (dot dot) in the files parameter.,5,NETWORK,Media,Sin clasificar,Powerportal Powerportal,2004-08-06,2026-06-16,7985
CVE-2004-0665,"csFAQ.cgi in csFAQ allows remote attackers to gain sensitive information via an invalid database parameter, which reveals the path to the web server in an error message.",5,NETWORK,Media,Sin clasificar,Cgiscript.net Csfaq,2004-08-06,2026-06-16,7985
CVE-2004-0666,"Off-by-one error in the POP3_readmsg function in popclient 3.0b6 allows remote attackers to cause a denial of service (application crash) via an e-mail message with a certain line length, which leads to a buffer overflow.",7.5,NETWORK,Alta,Sin clasificar,Popclient Popclient,2004-08-06,2026-06-16,7985
CVE-2004-0667,"Rule Set Based Access Control (RSBAC) 1.2.2 through 1.2.3 allows access to sys_creat, sys_open, and sys_mknod inside jails, which could allow local users to gain elevated privileges.",7.2,LOCAL,Alta,Sin clasificar,Rsbac Rule set based access control,2004-08-06,2026-06-16,7985
CVE-2004-0668,"Web Access in Lotus Domino 6.5.1 allows remote attackers to cause a denial of service (server crash) via a large e-mail message, as demonstrated using a large image attachment.",5,NETWORK,Media,Sin clasificar,Ibm Lotus domino,2004-08-06,2026-06-16,7985
CVE-2004-0669,"Lotus Domino 6.5.0 and 6.5.1, with IMAP enabled, allows remote authenticated users to change their quota by using the IMAP setquota command.",7.5,NETWORK,Alta,Sin clasificar,Ibm Lotus domino,2004-08-06,2026-06-16,7985
CVE-2004-0670,Prestige 650HW-31 running Rompager 4.7 software allows remote attackers to cause a denial of service (device reboot) via a long password.,5,NETWORK,Media,Sin clasificar,Zyxel Prestige,2004-08-06,2026-06-16,7985
CVE-2004-0671,Brightmail Spamfilter 6.0 and earlier beta releases allows remote attackers to read mail from other users by modifying the id parameter in a viewMsgDetails.do request.,5,NETWORK,Media,Sin clasificar,Symantec Brightmail antispam,2004-08-06,2026-06-16,7985
CVE-2004-0672,Multiple cross-site scripting (XSS) vulnerabilities in the primary and management web interfaces in Netegrity IdentityMinder Web Edition 5.6 allows remote attackers to execute script as other users via (1) script that starts with %00 in the numOfExpressions parameter or (2) the mobjtype parameter.,6.8,NETWORK,Media,Sin clasificar,Netegrity Identityminder,2004-08-06,2026-06-16,7985
